RecordID,Date,Region,Platform,AudienceCount,EngagementRate,ConversionRate,AnomalyDetected,ModelUsed,ForecastError,RetrainingRequired,APIIntegration,FeatureEngineeringScore
2205,2022-11-18,Australia,Email,92749,3.17,3.98,False,LSTM,9.95,False,Successful,71.3
2206,2020-01-08,Europe,Mobile App,5114,1.9,2.16,False,LSTM,12.67,False,Successful,85.6
2207,2023-12-31,Africa,Website,65965,5.09,2.27,False,LSTM,11.49,True,Successful,82.3
2208,2021-06-26,Europe,Mobile App,37321,3.3,2.57,False,LSTM,5.69,False,Successful,59.3
2209,2022-11-13,Europe,Mobile App,74297,2.66,3.57,False,LSTM,7.19,False,Successful,60.3
2210,2020-10-05,Australia,Website,97652,4.69,1.37,False,SARIMA,2.8,True,Successful,62.6
2211,2022-11-21,Australia,Social Media,26426,1.42,0.62,False,LSTM,4.39,False,Successful,58.9
2212,2020-08-10,Africa,Email,18772,9.28,2.78,False,ARIMA,11.67,False,Successful,82.9
2213,2022-04-14,Asia,Website,4712,8.69,1.64,False,ARIMA,13.41,False,Successful,99.7
2214,2023-11-24,North America,Website,2367,7.11,2.22,False,LSTM,10.87,False,Successful,82.6
2215,2022-09-14,Europe,Social Media,92736,1.15,3.24,False,SARIMA,6.98,False,Successful,80.3
2216,2020-11-06,Africa,Social Media,52924,7.78,2.48,False,SARIMA,1.31,False,Successful,70.5
2217,2023-12-05,Asia,Social Media,4726,8.1,3.11,False,SARIMA,0.86,True,Successful,65.6
2218,2020-10-24,Europe,Email,90152,7.7,2.73,False,Prophet,5.62,True,Successful,95.6
2219,2021-10-24,Europe,Social Media,28723,1.23,3.7,False,ARIMA,6.96,False,Successful,98.5
2220,2022-01-03,Asia,Email,10108,6.47,3.53,False,Prophet,9.14,True,Successful,74.8
2221,2021-06-27,North America,Website,78714,8.36,2.68,False,LSTM,0.11,False,Successful,64.5
2222,2021-01-21,North America,Email,36643,5.82,3.4,False,ARIMA,14.85,True,Successful,88.5
2223,2021-04-04,North America,Email,32324,6.5,4.37,False,LSTM,5.47,False,Successful,56.6
2224,2021-03-03,Europe,Mobile App,84360,4.64,2.17,False,SARIMA,12.72,False,Successful,88.3
2225,2021-04-20,Europe,Social Media,9927,5.33,2.07,False,ARIMA,8.03,False,Successful,90.9
2226,2020-07-17,South America,Email,94680,0.44,3.82,False,SARIMA,1.97,False,Successful,56.2
2227,2021-11-14,South America,Website,97546,6.43,2.92,False,LSTM,11.97,False,Successful,98.8
2228,2023-06-23,Africa,Email,23443,0.91,0.36,False,ARIMA,10.65,False,Successful,99.3
2229,2023-06-29,Australia,Mobile App,80973,4.41,4.46,False,LSTM,7.92,False,Failed,96.8
2230,2020-09-04,North America,Website,64449,3.0,0.16,False,LSTM,7.72,False,Successful,74.8
2231,2021-07-23,South America,Social Media,77743,5.5,3.74,False,LSTM,1.32,False,Successful,62.3
2232,2020-11-02,North America,Social Media,61233,1.42,3.8,False,LSTM,9.84,True,Successful,79.1
2233,2023-08-31,Australia,Social Media,26537,6.95,4.77,False,ARIMA,13.67,False,Failed,71.0
2234,2020-07-30,North America,Social Media,78576,7.97,0.28,False,LSTM,1.41,False,Successful,60.3
2235,2021-09-07,Africa,Website,23612,1.72,2.99,False,LSTM,3.96,False,Successful,71.2
2236,2023-12-23,Africa,Email,94977,1.13,2.14,False,ARIMA,13.54,False,Successful,83.2
2237,2021-06-17,Africa,Website,7471,1.54,1.66,False,ARIMA,4.27,False,Successful,53.5
2238,2021-01-09,Asia,Mobile App,36631,8.78,0.46,False,Prophet,9.81,False,Successful,66.7
2239,2022-04-27,North America,Mobile App,93059,5.33,2.82,False,LSTM,8.03,False,Successful,50.9
2240,2022-04-30,Asia,Social Media,32348,4.73,2.4,False,ARIMA,8.95,False,Successful,87.5
2241,2020-12-27,Europe,Website,65732,1.16,0.53,False,ARIMA,6.24,False,Successful,82.0
2242,2022-11-23,North America,Email,2177,6.53,3.07,False,SARIMA,4.51,False,Successful,53.1
2243,2020-09-24,South America,Mobile App,5760,8.69,3.69,False,ARIMA,0.74,False,Successful,98.2
2244,2020-07-13,Africa,Website,33779,8.3,3.84,False,Prophet,11.17,True,Successful,51.1
2245,2023-12-28,Australia,Email,22636,6.3,4.53,False,LSTM,11.19,False,Successful,79.5
2246,2022-09-25,Europe,Social Media,82889,0.85,2.05,False,ARIMA,10.06,False,Successful,88.8
2247,2023-08-14,South America,Email,54551,1.21,4.77,False,ARIMA,9.66,False,Successful,89.4
2248,2023-03-20,South America,Social Media,12556,0.59,4.33,False,SARIMA,3.66,False,Successful,51.7
2249,2021-06-26,Europe,Email,28598,2.65,1.49,False,Prophet,0.34,False,Successful,95.3
2250,2022-03-08,Australia,Mobile App,12563,1.44,0.8,True,LSTM,12.13,False,Successful,95.9
2251,2023-05-19,Australia,Website,47819,2.67,2.18,False,Prophet,7.37,False,Successful,78.1
2252,2020-06-20,Europe,Mobile App,74770,3.91,2.02,False,SARIMA,4.61,False,Failed,74.1
2253,2021-06-18,Asia,Website,92055,9.44,2.88,False,LSTM,1.54,False,Successful,52.2
2254,2021-03-19,Australia,Website,27966,6.14,2.92,True,LSTM,0.95,False,Successful,78.1
2255,2020-05-25,North America,Website,82709,8.37,3.75,False,SARIMA,5.24,False,Successful,70.5
2256,2020-02-03,Asia,Email,60889,7.13,2.55,False,SARIMA,12.07,True,Successful,88.6
2257,2021-05-10,Australia,Website,27987,1.21,0.53,False,SARIMA,13.78,False,Successful,70.2
2258,2020-06-03,Asia,Website,79714,7.39,4.29,False,LSTM,13.45,False,Successful,84.2
2259,2021-10-19,North America,Website,59348,2.82,1.56,False,ARIMA,13.8,False,Successful,55.1
2260,2021-05-22,Africa,Email,25596,6.43,4.86,False,SARIMA,13.62,False,Successful,56.6
2261,2021-08-28,Europe,Social Media,34174,3.48,0.6,False,SARIMA,7.91,False,Successful,57.0
2262,2023-07-16,Asia,Email,65106,9.98,4.79,False,Prophet,3.3,False,Successful,52.3
2263,2023-11-02,North America,Mobile App,70967,2.71,0.46,False,Prophet,11.97,True,Successful,77.1
2264,2023-01-05,Africa,Website,60182,2.86,1.16,False,LSTM,3.21,False,Successful,89.7
2265,2021-09-08,North America,Mobile App,94300,9.31,0.24,False,ARIMA,4.02,False,Successful,80.5
2266,2021-04-16,Africa,Mobile App,88163,0.34,3.53,True,ARIMA,3.51,False,Successful,78.7
2267,2023-06-16,Africa,Website,40310,7.0,4.25,False,SARIMA,7.73,False,Successful,84.0
2268,2022-12-26,Australia,Website,57088,7.28,2.18,False,ARIMA,4.83,False,Successful,67.0
2269,2020-09-23,Africa,Social Media,9906,8.38,4.64,False,LSTM,2.32,False,Successful,68.1
2270,2020-03-24,Australia,Mobile App,37914,9.75,2.96,False,ARIMA,6.8,False,Successful,65.7
2271,2021-10-30,Africa,Email,46379,9.76,3.15,False,Prophet,13.11,False,Successful,85.6
2272,2020-05-25,Asia,Website,79612,0.75,4.23,False,Prophet,8.56,False,Successful,58.1
2273,2021-04-06,Europe,Social Media,38650,8.24,1.49,False,LSTM,13.18,False,Successful,50.7
2274,2021-05-09,Australia,Mobile App,47881,6.5,1.78,False,ARIMA,2.95,False,Successful,79.8
2275,2022-02-17,Europe,Email,47413,6.51,4.53,False,Prophet,2.51,False,Successful,97.1
2276,2021-02-06,Australia,Website,7012,1.37,4.51,False,LSTM,8.64,False,Successful,80.5
2277,2020-03-12,Europe,Social Media,51115,6.54,4.88,False,SARIMA,6.96,False,Successful,89.1
2278,2022-11-20,Asia,Website,8151,9.83,4.51,False,SARIMA,9.91,False,Successful,83.6
2279,2023-10-08,South America,Website,58716,9.13,0.65,False,SARIMA,11.92,False,Successful,74.9
2280,2022-07-13,Asia,Website,94747,4.45,4.12,False,ARIMA,11.27,False,Successful,85.9
2281,2022-03-09,North America,Email,93653,0.5,2.06,False,Prophet,14.13,False,Successful,91.2
2282,2021-10-14,Europe,Social Media,37378,3.69,4.95,False,Prophet,5.98,False,Successful,61.2
2283,2021-12-21,Asia,Website,43652,8.28,2.37,False,LSTM,3.1,False,Successful,66.8
2284,2021-10-13,Australia,Mobile App,73430,7.04,2.77,False,Prophet,8.27,False,Successful,61.2
2285,2023-05-06,Asia,Mobile App,14467,4.65,2.65,False,ARIMA,1.67,False,Successful,72.6
2286,2020-02-27,South America,Social Media,32010,0.65,1.62,False,LSTM,4.34,False,Successful,94.3
2287,2023-12-25,South America,Social Media,55691,4.33,0.38,True,Prophet,3.13,True,Successful,67.3
2288,2022-02-11,Australia,Website,65157,4.74,4.48,False,LSTM,5.95,False,Successful,68.7
2289,2021-03-25,Africa,Social Media,13289,9.29,4.02,False,ARIMA,1.68,False,Successful,93.0
2290,2022-01-12,Europe,Website,45976,6.45,0.71,False,Prophet,0.49,False,Successful,75.8
2291,2020-11-06,Europe,Email,44596,3.19,3.89,False,LSTM,9.86,False,Successful,76.8
2292,2023-02-22,Asia,Website,24171,5.3,3.13,False,LSTM,9.16,False,Successful,93.0
2293,2020-01-21,Asia,Mobile App,87365,0.75,2.05,False,SARIMA,10.63,False,Successful,74.5
2294,2022-09-08,South America,Website,45139,9.73,1.28,False,LSTM,9.91,False,Successful,84.1
2295,2021-09-19,South America,Mobile App,49713,3.66,4.3,False,Prophet,1.72,False,Successful,54.3
2296,2022-06-09,Africa,Email,30734,4.83,3.5,True,LSTM,4.37,False,Successful,58.9
2297,2021-02-23,Europe,Website,73588,3.62,2.74,False,LSTM,1.95,False,Successful,70.2
2298,2020-01-08,North America,Social Media,64646,6.86,3.05,False,Prophet,12.65,False,Successful,74.7
2299,2020-12-27,Australia,Mobile App,4654,6.66,0.46,False,SARIMA,11.21,True,Successful,98.3
2300,2022-10-05,Europe,Social Media,90022,7.18,2.37,False,Prophet,3.03,False,Successful,98.5
2301,2023-11-21,South America,Mobile App,19743,2.75,0.98,False,Prophet,5.13,False,Successful,92.6
2302,2023-09-19,Asia,Email,49368,3.23,1.05,False,SARIMA,14.5,False,Successful,65.8
2303,2023-06-03,Asia,Email,91025,1.34,3.31,False,LSTM,8.92,False,Successful,98.2
2304,2022-02-14,Asia,Website,75172,6.59,4.56,False,SARIMA,12.02,True,Successful,84.5
2305,2022-05-17,Asia,Email,7441,0.49,2.02,False,Prophet,3.98,True,Failed,69.6
2306,2020-01-24,Asia,Website,25611,6.02,1.05,False,Prophet,3.16,False,Successful,85.1
2307,2023-05-08,Australia,Social Media,13149,8.71,3.25,False,ARIMA,11.76,False,Successful,50.8
2308,2023-04-16,Africa,Website,60189,8.92,4.36,False,LSTM,10.29,False,Failed,57.3
2309,2022-10-10,Australia,Website,22675,4.55,3.74,False,Prophet,10.22,False,Successful,91.5
2310,2020-11-23,Europe,Email,72031,4.65,4.35,False,LSTM,8.29,True,Successful,82.3
2311,2023-11-08,Europe,Website,43668,0.86,2.69,False,ARIMA,8.46,False,Successful,68.2
2312,2023-12-27,South America,Mobile App,14673,6.74,3.76,False,Prophet,11.04,False,Successful,75.0
2313,2023-08-26,Australia,Mobile App,77666,8.23,0.71,False,ARIMA,4.06,True,Successful,95.3
2314,2023-11-25,Europe,Website,89204,2.52,1.75,False,LSTM,5.3,True,Successful,81.6
2315,2020-07-11,South America,Social Media,81758,4.27,1.95,False,Prophet,13.08,False,Successful,69.9
2316,2021-05-27,Asia,Email,66429,8.4,2.56,False,ARIMA,4.64,False,Successful,56.0
2317,2022-05-31,South America,Email,24669,8.78,4.65,False,LSTM,8.2,False,Successful,64.7
2318,2022-11-07,North America,Social Media,35068,2.51,4.37,False,LSTM,10.54,False,Successful,98.9
2319,2020-05-20,Africa,Mobile App,89789,5.55,0.68,False,SARIMA,15.0,False,Successful,71.9
2320,2023-06-11,Africa,Email,10435,2.01,0.87,False,ARIMA,6.54,True,Successful,73.6
2321,2023-05-11,Asia,Social Media,95088,1.11,1.79,False,Prophet,6.43,False,Successful,74.9
2322,2020-01-26,Africa,Mobile App,53249,9.12,1.46,False,SARIMA,12.64,False,Failed,94.2
2323,2022-11-04,South America,Website,38384,8.22,3.08,False,LSTM,12.08,False,Successful,80.2
2324,2021-08-06,Australia,Website,82929,7.62,4.51,False,SARIMA,10.97,False,Successful,84.7
2325,2023-04-26,Asia,Email,77153,0.58,4.81,False,ARIMA,6.95,True,Successful,69.5
2326,2023-05-27,South America,Email,76388,8.45,3.27,True,SARIMA,4.87,True,Successful,51.5
2327,2023-11-07,South America,Mobile App,32401,4.44,4.19,False,LSTM,9.13,False,Successful,96.5
2328,2020-02-17,South America,Website,72831,3.49,2.63,False,ARIMA,13.14,True,Successful,97.5
2329,2022-07-17,Africa,Mobile App,35084,5.51,1.05,False,ARIMA,13.26,False,Successful,97.5
2330,2023-06-11,Australia,Social Media,56826,1.0,2.63,False,LSTM,1.64,True,Successful,97.2
2331,2021-04-13,Asia,Mobile App,37451,7.59,2.78,False,ARIMA,6.43,False,Successful,90.8
2332,2023-01-02,Asia,Website,8227,5.87,3.71,False,Prophet,6.98,True,Successful,84.2
2333,2022-05-15,North America,Email,32910,1.95,1.11,False,ARIMA,14.66,False,Successful,92.2
2334,2023-04-28,Asia,Email,37041,1.96,1.85,False,ARIMA,10.17,False,Successful,80.0
2335,2022-08-08,Asia,Email,89920,1.92,1.83,True,SARIMA,6.11,False,Successful,56.7
2336,2022-05-14,Asia,Mobile App,66681,0.66,4.8,False,ARIMA,0.4,True,Successful,69.6
2337,2023-03-29,North America,Mobile App,82571,5.92,2.23,False,Prophet,8.49,True,Successful,98.6
2338,2023-07-21,Europe,Website,66481,8.42,3.78,False,Prophet,1.45,True,Successful,67.6
2339,2023-11-22,Australia,Mobile App,69576,0.27,3.76,False,SARIMA,12.52,False,Successful,93.4
2340,2021-09-08,South America,Social Media,65174,0.59,1.34,False,SARIMA,11.29,True,Successful,54.7
2341,2021-06-12,Africa,Social Media,27160,5.77,2.86,False,SARIMA,6.91,False,Successful,66.7
2342,2020-09-26,Europe,Website,18633,8.21,4.47,False,Prophet,6.44,False,Successful,67.5
2343,2021-06-23,North America,Email,95880,3.33,2.38,False,LSTM,13.46,True,Successful,52.6
2344,2020-05-02,Africa,Website,18014,3.56,4.73,False,ARIMA,4.33,False,Successful,56.0
2345,2021-08-05,Europe,Social Media,81532,6.0,1.08,False,SARIMA,3.74,False,Successful,59.7
2346,2022-11-18,Australia,Social Media,50104,2.81,0.38,False,LSTM,14.09,False,Successful,91.9
2347,2023-01-08,Europe,Mobile App,42621,0.36,4.46,False,ARIMA,12.14,False,Successful,53.2
2348,2021-12-30,Africa,Website,78231,7.38,4.24,False,LSTM,12.31,True,Successful,64.9
2349,2020-06-13,North America,Email,69388,6.29,4.96,False,Prophet,2.94,False,Successful,50.5
2350,2023-03-04,South America,Email,17014,5.85,3.4,False,ARIMA,2.16,False,Successful,84.8
2351,2021-12-22,Europe,Website,93578,7.44,4.68,False,SARIMA,0.4,False,Failed,81.0
2352,2021-12-22,North America,Social Media,34755,6.78,4.14,False,ARIMA,3.56,False,Successful,82.2
2353,2022-03-20,Asia,Website,41390,2.14,4.22,False,LSTM,11.62,False,Successful,68.7
2354,2021-10-22,Australia,Social Media,24711,3.59,2.85,False,LSTM,3.61,False,Successful,60.4
2355,2023-11-19,South America,Mobile App,92658,1.35,1.92,False,SARIMA,10.94,False,Successful,86.0
2356,2023-05-25,Australia,Email,58993,1.39,4.67,False,LSTM,3.79,False,Successful,90.6
2357,2020-07-24,North America,Website,75696,6.79,2.17,False,Prophet,5.94,False,Successful,56.9
2358,2021-11-08,Europe,Mobile App,28213,8.6,2.7,False,SARIMA,14.75,False,Successful,74.3
2359,2020-05-31,Africa,Website,58784,9.63,2.24,False,SARIMA,3.68,False,Successful,62.4
2360,2021-03-13,South America,Mobile App,8421,6.32,2.83,True,Prophet,5.65,True,Successful,58.4
2361,2023-05-04,South America,Social Media,87936,1.92,2.36,False,ARIMA,4.52,False,Successful,86.7
2362,2023-05-07,Australia,Social Media,18727,1.15,0.25,False,LSTM,1.65,False,Successful,76.9
2363,2023-01-04,Europe,Email,5358,8.15,4.41,False,SARIMA,7.35,True,Successful,60.8
2364,2022-12-23,North America,Social Media,66108,5.83,2.23,False,Prophet,5.69,False,Successful,65.5
2365,2020-06-20,Asia,Social Media,95018,6.22,2.95,False,Prophet,10.43,False,Successful,98.3
2366,2020-03-22,Asia,Mobile App,33117,7.84,0.7,False,LSTM,12.27,False,Successful,92.4
2367,2020-10-08,Australia,Social Media,89700,7.06,0.03,False,LSTM,8.17,False,Successful,94.0
2368,2023-10-03,Australia,Website,32910,8.36,1.23,False,SARIMA,0.49,False,Failed,73.0
2369,2023-12-23,South America,Website,99032,0.66,3.53,True,SARIMA,9.29,False,Successful,81.2
2370,2022-12-02,Africa,Social Media,56754,7.5,0.5,False,LSTM,0.84,False,Successful,68.8
2371,2020-01-24,Europe,Social Media,63438,8.52,4.55,False,SARIMA,9.25,True,Successful,53.9
2372,2020-12-31,Africa,Website,30371,2.93,1.08,False,LSTM,10.28,False,Successful,70.1
2373,2022-06-14,South America,Website,52501,6.44,1.03,False,LSTM,2.97,False,Successful,79.7
2374,2020-04-06,South America,Website,61946,3.21,0.92,False,LSTM,12.29,False,Successful,64.4
2375,2021-01-14,Europe,Social Media,39467,9.58,0.08,False,Prophet,13.67,True,Successful,92.4
2376,2023-02-13,Europe,Email,18625,0.43,3.86,False,Prophet,12.2,False,Successful,57.6
2377,2023-07-07,Australia,Mobile App,34893,5.84,4.38,False,ARIMA,4.58,False,Successful,68.4
2378,2020-02-07,Australia,Social Media,77329,1.75,3.07,False,Prophet,8.8,False,Successful,56.2
2379,2020-07-09,Africa,Mobile App,32007,7.15,0.95,False,SARIMA,13.72,False,Successful,70.2
2380,2020-11-12,Africa,Website,92302,1.84,1.43,False,ARIMA,4.82,True,Successful,52.0
2381,2020-06-17,South America,Website,40532,2.43,2.38,False,LSTM,12.3,True,Successful,63.6
2382,2020-04-29,Australia,Mobile App,55253,4.99,4.77,False,Prophet,0.15,False,Successful,70.0
2383,2020-01-08,Australia,Mobile App,13323,9.16,1.24,False,Prophet,0.06,False,Successful,73.9
2384,2023-03-25,North America,Mobile App,74379,2.2,3.66,True,Prophet,11.4,False,Successful,77.2
2385,2020-09-08,North America,Website,15210,1.53,2.2,False,ARIMA,11.42,False,Successful,63.7
2386,2023-08-22,Europe,Social Media,17456,7.61,1.5,False,ARIMA,11.84,False,Successful,76.2
2387,2020-03-08,Australia,Email,32367,5.06,2.29,False,LSTM,13.95,True,Failed,75.5
2388,2023-01-16,Asia,Social Media,55624,9.13,0.37,False,SARIMA,1.78,False,Successful,65.8
2389,2022-06-11,South America,Email,11106,1.55,4.0,False,Prophet,3.49,True,Successful,91.5
2390,2020-11-15,Africa,Website,69008,6.49,1.22,False,ARIMA,13.56,True,Successful,77.3
2391,2023-07-17,Europe,Social Media,73240,2.41,3.63,False,ARIMA,2.67,False,Successful,66.6
2392,2020-09-16,Asia,Social Media,65315,1.65,0.35,False,Prophet,10.24,True,Successful,97.4
2393,2023-09-06,Australia,Website,70249,6.87,4.78,True,SARIMA,7.96,False,Successful,92.3
2394,2020-05-29,Asia,Website,71587,5.98,0.97,False,SARIMA,1.26,False,Successful,99.1
2395,2023-03-12,Europe,Mobile App,11756,7.57,4.41,False,Prophet,4.29,False,Successful,84.6
2396,2020-10-27,Asia,Mobile App,69011,3.16,4.05,False,Prophet,7.81,False,Successful,68.9
2397,2022-03-01,Africa,Email,37378,4.53,4.84,False,Prophet,12.79,False,Failed,64.0
2398,2023-10-23,South America,Email,5255,4.11,2.39,False,Prophet,10.62,False,Successful,83.2
2399,2021-04-24,Africa,Email,15484,9.84,3.64,False,SARIMA,9.33,True,Successful,99.0
2400,2022-03-25,Europe,Social Media,57549,2.99,1.86,False,Prophet,7.45,False,Successful,81.3
2401,2022-09-10,Europe,Social Media,35503,3.02,0.93,True,Prophet,4.49,False,Failed,94.1
2402,2020-07-19,North America,Social Media,74794,3.61,2.22,False,LSTM,1.8,False,Successful,66.5
2403,2023-02-05,South America,Mobile App,46113,5.69,0.84,False,ARIMA,6.14,False,Failed,70.3
2404,2022-02-07,Europe,Mobile App,75069,2.6,4.91,False,SARIMA,0.44,False,Successful,95.3
2405,2023-02-23,Europe,Mobile App,99117,9.16,0.49,False,SARIMA,3.17,False,Successful,87.8
2406,2022-01-01,Australia,Email,6249,2.73,2.95,False,LSTM,6.49,False,Successful,99.1
2407,2023-04-20,Australia,Email,20201,8.97,3.14,False,Prophet,6.28,True,Successful,88.7
2408,2021-09-05,Asia,Social Media,59576,1.12,2.7,False,SARIMA,0.67,False,Successful,72.4
2409,2020-11-14,South America,Mobile App,10686,6.6,3.31,False,ARIMA,8.84,False,Successful,76.6
2410,2020-01-17,Europe,Website,54363,9.08,0.59,False,LSTM,8.25,False,Successful,95.0
2411,2020-02-06,Asia,Mobile App,98543,1.77,2.78,False,ARIMA,1.18,False,Successful,77.6
2412,2022-03-03,Asia,Email,1661,9.69,1.44,False,SARIMA,14.15,False,Successful,62.8
2413,2023-07-03,Asia,Website,45843,4.58,4.7,False,Prophet,1.5,False,Successful,71.8
2414,2023-07-22,Africa,Website,96673,9.46,3.81,False,Prophet,12.82,False,Successful,75.8
2415,2020-09-12,Asia,Mobile App,61963,6.8,4.86,False,ARIMA,0.01,False,Successful,54.8
2416,2020-04-14,Africa,Email,43828,3.09,0.2,False,SARIMA,13.24,True,Successful,87.2
2417,2022-10-13,Europe,Social Media,49604,1.96,1.43,False,SARIMA,0.31,True,Successful,55.5
2418,2023-02-25,Europe,Website,11526,3.11,0.99,False,SARIMA,11.37,False,Successful,70.2
2419,2021-10-24,South America,Mobile App,69910,1.02,0.07,False,SARIMA,5.43,False,Successful,90.2
2420,2023-03-23,South America,Mobile App,26592,1.52,1.22,False,Prophet,11.08,False,Successful,73.4
2421,2021-10-06,Asia,Website,29982,1.14,3.4,True,LSTM,6.03,False,Successful,92.1
2422,2023-04-25,Africa,Mobile App,1207,4.29,1.16,False,LSTM,1.07,False,Failed,67.1
2423,2020-06-05,Australia,Mobile App,89733,7.98,2.55,False,ARIMA,11.51,False,Successful,97.9
2424,2021-02-15,Africa,Website,99936,1.5,4.44,False,LSTM,1.08,False,Successful,60.5
2425,2021-04-13,Asia,Email,69619,1.39,3.47,False,ARIMA,13.83,False,Successful,51.9
2426,2022-04-03,South America,Social Media,30328,6.47,1.98,False,SARIMA,0.77,False,Failed,93.6
2427,2022-05-21,Europe,Email,47479,2.05,1.87,False,ARIMA,7.2,False,Successful,87.6
2428,2020-07-03,North America,Social Media,21103,1.07,2.28,False,ARIMA,10.85,False,Successful,61.6
2429,2021-10-22,Africa,Mobile App,40891,1.75,0.89,False,SARIMA,5.9,False,Successful,99.2
2430,2021-10-08,Australia,Website,11754,9.24,3.17,False,LSTM,3.27,False,Successful,75.1
2431,2021-08-12,South America,Mobile App,82437,8.23,1.83,False,Prophet,11.39,True,Successful,97.6
2432,2021-11-05,South America,Email,99540,3.61,4.26,False,Prophet,11.77,False,Successful,75.3
2433,2020-01-06,Asia,Email,73982,6.59,3.79,False,Prophet,13.84,False,Successful,73.6
2434,2021-05-13,North America,Mobile App,56922,5.42,3.06,False,ARIMA,5.65,False,Successful,72.5
2435,2023-01-09,North America,Social Media,49231,6.8,1.83,False,SARIMA,7.6,False,Successful,66.7
2436,2023-01-07,North America,Website,30301,6.86,1.06,False,LSTM,5.45,False,Successful,76.7
2437,2022-06-03,North America,Social Media,92652,6.32,3.88,False,ARIMA,3.86,False,Successful,72.6
2438,2023-08-03,Africa,Website,63711,2.73,2.44,False,SARIMA,11.27,False,Successful,51.8
2439,2021-04-04,Australia,Email,42323,0.49,1.13,False,Prophet,5.1,False,Successful,63.0
2440,2020-04-07,Africa,Mobile App,19752,4.61,0.98,False,LSTM,6.43,False,Successful,60.7
2441,2022-09-01,Africa,Website,98912,8.92,0.84,False,LSTM,6.06,False,Successful,93.4
2442,2023-01-21,North America,Mobile App,83205,5.74,3.89,False,SARIMA,10.69,True,Successful,79.9
2443,2021-08-21,Australia,Website,99452,8.34,1.15,False,ARIMA,13.77,False,Successful,88.2
2444,2023-11-02,Europe,Email,14395,9.92,2.64,False,SARIMA,10.0,True,Successful,97.8
2445,2022-11-05,Australia,Website,86957,1.72,2.26,False,LSTM,7.08,False,Successful,82.2
2446,2023-03-31,Europe,Website,57273,6.95,2.9,False,ARIMA,11.69,True,Successful,99.1
2447,2021-02-10,Europe,Email,92878,6.78,4.39,False,ARIMA,9.62,False,Successful,65.6
2448,2023-05-05,Europe,Social Media,5895,9.8,4.34,False,Prophet,0.92,False,Successful,59.3
2449,2022-08-24,Europe,Social Media,77559,9.86,2.26,False,Prophet,1.44,False,Successful,70.2
2450,2020-04-11,Australia,Mobile App,11699,6.9,0.09,False,ARIMA,0.58,False,Successful,73.5
2451,2021-09-14,Africa,Email,66061,2.51,2.14,False,SARIMA,6.86,False,Successful,94.8
2452,2021-11-30,Asia,Social Media,10715,8.01,3.03,False,ARIMA,12.39,False,Successful,78.0
2453,2021-05-14,Europe,Email,20169,1.16,2.79,False,ARIMA,4.7,False,Successful,64.6
2454,2020-03-10,South America,Mobile App,17163,7.83,3.26,False,ARIMA,5.77,True,Successful,87.1
2455,2023-11-04,Asia,Website,6782,9.11,0.78,False,Prophet,13.64,False,Successful,75.3
2456,2021-08-02,Africa,Mobile App,89177,3.89,3.24,False,Prophet,12.56,False,Successful,58.1
2457,2022-05-29,Asia,Social Media,85328,6.34,0.92,False,LSTM,9.98,False,Successful,78.8
2458,2022-12-16,North America,Mobile App,36585,4.36,3.76,False,LSTM,4.01,True,Successful,95.6
2459,2020-01-03,North America,Mobile App,31682,4.43,1.7,False,LSTM,1.76,False,Successful,92.1
2460,2023-06-19,North America,Mobile App,48864,3.17,3.55,False,Prophet,0.25,False,Successful,79.3
2461,2022-01-20,Africa,Email,85416,7.65,0.25,False,ARIMA,1.61,False,Successful,68.9
2462,2020-08-24,North America,Social Media,56114,9.37,2.05,False,ARIMA,4.4,False,Successful,54.3
2463,2021-04-18,North America,Mobile App,39067,9.41,3.53,False,Prophet,8.28,False,Successful,73.5
2464,2023-01-10,Africa,Mobile App,43685,1.83,1.14,False,LSTM,0.97,False,Successful,87.6
2465,2020-11-28,Australia,Website,19073,8.76,3.98,False,ARIMA,2.05,True,Successful,68.0
2466,2023-08-15,Asia,Social Media,37035,7.4,3.16,False,Prophet,2.72,False,Successful,61.8
2467,2020-07-18,North America,Website,65977,2.6,2.94,False,Prophet,9.48,False,Successful,96.6
2468,2022-05-22,Asia,Website,91373,0.77,1.77,False,Prophet,9.24,False,Successful,91.1
2469,2022-05-31,Australia,Social Media,84362,2.75,2.42,False,LSTM,8.27,False,Successful,81.9
2470,2023-03-28,North America,Social Media,91517,9.13,2.99,False,Prophet,3.77,False,Successful,56.8
2471,2022-08-11,Asia,Mobile App,66450,6.37,2.37,False,LSTM,5.57,True,Successful,57.2
2472,2023-04-24,Australia,Mobile App,11382,7.24,3.49,False,ARIMA,1.46,False,Successful,55.2
2473,2020-05-18,North America,Social Media,5437,2.65,2.17,False,SARIMA,3.4,False,Successful,80.8
2474,2022-03-23,South America,Email,71971,7.22,1.02,False,Prophet,13.47,False,Successful,55.8
2475,2023-05-17,Africa,Website,65612,0.38,1.08,False,LSTM,14.7,False,Successful,92.1
2476,2022-02-24,South America,Social Media,91355,3.82,0.04,False,LSTM,9.72,False,Successful,99.6
2477,2020-02-28,South America,Mobile App,62929,6.3,1.51,False,LSTM,13.75,False,Successful,68.3
2478,2022-09-17,Europe,Mobile App,98518,1.55,3.75,True,SARIMA,9.64,False,Successful,72.7
2479,2020-05-29,Europe,Mobile App,99864,8.25,3.97,False,LSTM,0.51,False,Successful,85.6
